,1st Flr SF,2nd Flr SF,3Ssn Porch,Bedroom AbvGr,Bsmt Full Bath,Bsmt Half Bath,Bsmt Unf SF,BsmtFin SF 1,BsmtFin SF 2,Enclosed Porch,Fireplaces,Full Bath,Garage Area,Garage Cars,Garage Yr Blt,Gr Liv Area,Half Bath,Id,Kitchen AbvGr,Lot Area,Lot Frontage,Low Qual Fin SF,MS SubClass,Mas Vnr Area,Misc Val,Mo Sold,Open Porch SF,Overall Cond,Overall Qual,PID,Pool Area,SalePrice,Screen Porch,TotRms AbvGrd,Total Bsmt SF,Wood Deck SF,Year Built,Year Remod/Add,Yr Sold
914,1694,0,0,3,0.0,0.0,1694.0,0.0,0.0,0,1,2,856.0,3.0,2006.0,1694,0,1688,1,11825,91.0,0,20,302.0,0,6,112,5,8,528102120,0,322400,0,7,1694.0,0,2006,2007,2007
915,1602,0,0,3,1.0,0.0,100.0,1478.0,0.0,0,1,2,810.0,3.0,2007.0,1602,0,880,1,10200,85.0,0,20,180.0,0,1,48,5,8,907410130,0,293200,195,7,1578.0,0,2007,2007,2009
916,1684,0,0,2,0.0,0.0,1656.0,28.0,0.0,0,1,2,564.0,2.0,2005.0,1684,0,1074,1,8849,63.0,0,120,616.0,0,7,72,5,9,528186080,0,266000,0,6,1684.0,495,2005,2005,2008
917,918,765,0,3,0.0,0.0,192.0,226.0,500.0,0,1,2,440.0,2.0,1978.0,1683,1,771,1,11184,70.0,0,60,92.0,0,7,0,5,6,905103040,0,172500,0,7,918.0,243,1978,1978,2009
918,1188,561,0,2,0.0,0.0,0.0,1088.0,0.0,244,0,1,456.0,2.0,1963.0,1869,0,724,1,8820,98.0,120,50,0.0,0,9,0,6,5,902405100,0,124900,0,7,1088.0,48,1890,1996,2009
919,1432,0,0,3,0.0,0.0,1022.0,0.0,0.0,0,1,1,216.0,1.0,1923.0,1432,0,730,1,6615,68.87899941826643,0,30,0.0,0,9,61,6,6,903201020,0,149000,0,6,1022.0,266,1923,1950,2009
920,1414,0,0,3,0.0,0.0,1390.0,24.0,0.0,0,0,2,494.0,2.0,2004.0,1414,0,273,1,8773,65.0,0,20,98.0,0,5,105,5,7,907414030,0,185500,0,6,1414.0,132,2004,2004,2010
921,1358,0,0,1,1.0,0.0,476.0,872.0,0.0,0,1,1,418.0,2.0,2002.0,1358,1,2793,1,11088,68.87899941826643,0,20,0.0,0,6,166,5,8,907255010,0,220000,0,5,1348.0,68,2002,2002,2006
922,1496,0,0,3,0.0,0.0,1496.0,0.0,0.0,0,0,2,474.0,2.0,2007.0,1496,0,1789,1,9158,76.0,0,20,140.0,0,6,130,5,8,528439050,0,225000,0,7,1496.0,168,2007,2007,2007
923,932,0,0,2,0.0,0.0,932.0,0.0,0.0,214,1,1,306.0,1.0,1950.0,932,0,1900,1,8280,57.0,0,20,0.0,0,11,0,5,6,534430090,0,124000,0,4,932.0,0,1950,1950,2007
924,1040,0,0,2,0.0,0.0,0.0,0.0,0.0,0,0,2,400.0,2.0,1987.0,1040,0,677,2,8544,60.0,0,90,0.0,0,6,0,4,3,535450160,0,92900,0,6,0.0,0,1950,1950,2009
925,1072,0,0,2,1.0,0.0,938.0,134.0,0.0,105,0,1,1184.0,5.0,1982.0,1072,0,747,1,8635,50.0,0,30,0.0,0,8,0,5,5,903236040,0,126500,0,5,1072.0,0,1925,1950,2009
926,864,0,0,3,0.0,0.0,264.0,600.0,0.0,0,0,1,576.0,2.0,1980.0,864,0,1038,1,12735,68.87899941826643,0,20,0.0,0,4,0,5,4,527425035,0,111250,0,5,864.0,216,1972,1972,2008
927,997,1288,0,4,0.0,0.0,969.0,0.0,0.0,0,1,2,648.0,3.0,2000.0,2285,1,1763,1,11000,68.87899941826643,0,60,72.0,0,6,56,5,8,528326060,0,248000,0,8,969.0,0,2000,2000,2007
928,1117,0,0,3,0.0,0.0,1117.0,0.0,0.0,0,0,1,264.0,1.0,1963.0,1117,0,1283,1,7590,69.0,0,20,0.0,0,5,0,5,5,535477090,0,136870,0,6,1117.0,0,1963,1963,2008
929,848,0,0,1,1.0,0.0,131.0,717.0,0.0,0,0,1,420.0,2.0,2003.0,848,0,2803,1,4435,37.0,0,120,170.0,0,4,0,5,6,907290160,0,133000,0,4,848.0,140,2003,2003,2006
930,1048,0,0,3,1.0,0.0,462.0,586.0,0.0,0,0,1,286.0,1.0,1956.0,1048,0,1927,1,10152,72.0,0,20,120.0,0,6,20,5,5,535180030,0,135000,192,6,1048.0,0,1956,1956,2007
931,936,0,0,2,0.0,0.0,684.0,252.0,0.0,0,0,1,288.0,1.0,1969.0,936,0,1036,1,10295,68.0,0,20,72.0,0,9,0,6,4,527402130,0,111900,0,4,936.0,16,1969,1969,2008
932,1283,0,0,3,1.0,0.0,319.0,504.0,108.0,0,0,1,506.0,2.0,1980.0,1283,0,1237,1,7763,70.0,0,20,0.0,0,10,0,7,5,535151160,0,140000,0,6,931.0,0,1962,1980,2008
933,1120,468,0,4,0.0,0.0,0.0,0.0,0.0,0,1,2,680.0,2.0,1991.0,1588,0,1375,1,17120,80.0,0,50,0.0,0,7,59,4,4,904101170,0,134432,0,7,0.0,0,1959,1959,2008
934,2042,0,0,3,1.0,0.0,590.0,1152.0,0.0,0,1,2,724.0,3.0,2007.0,2042,0,1643,1,13870,81.0,0,20,250.0,0,10,52,5,10,527256040,0,455000,174,8,1742.0,240,2006,2007,2007
935,1203,1323,0,4,1.0,0.0,425.0,740.0,0.0,0,1,2,844.0,3.0,1994.0,2526,1,2453,1,10120,92.0,0,60,391.0,0,12,78,5,8,528365090,0,290000,0,8,1165.0,309,1994,1994,2006
936,988,885,0,3,0.0,0.0,646.0,342.0,0.0,0,1,2,597.0,2.0,1999.0,1873,1,2129,1,10820,47.0,0,60,0.0,0,3,123,5,7,907187040,0,235500,0,7,988.0,202,1999,1999,2007
937,940,476,0,3,0.0,1.0,399.0,381.0,0.0,0,0,1,400.0,2.0,1956.0,1416,0,2640,1,9600,60.0,0,50,0.0,0,6,24,8,6,902104020,0,156500,0,7,780.0,0,1900,2004,2006
938,953,711,0,3,0.0,0.0,953.0,0.0,0.0,0,1,2,460.0,2.0,2000.0,1664,1,2437,1,8121,68.87899941826643,0,60,0.0,0,1,40,5,6,528275060,0,172400,0,7,953.0,100,2000,2000,2006
939,1428,0,0,3,0.0,0.0,1428.0,0.0,0.0,0,0,2,480.0,2.0,2007.0,1428,0,1123,1,11639,95.0,0,20,98.79773063640849,0,12,120,5,7,528462040,0,182000,0,6,1428.0,0,2007,2008,2008
940,1792,0,0,2,1.0,0.0,560.0,1232.0,0.0,0,1,2,925.0,3.0,2005.0,1792,0,2398,1,13758,121.0,0,20,430.0,0,3,49,5,9,528150080,0,372397,0,6,1792.0,204,2005,2006,2006
941,1093,1721,0,4,0.0,1.0,298.0,779.0,0.0,0,1,2,614.0,2.0,1995.0,2814,1,1420,1,9771,68.87899941826643,0,60,190.0,0,6,32,5,6,906204280,0,260000,216,9,1077.0,48,1995,2002,2008
942,819,0,0,2,0.0,0.0,610.0,0.0,0.0,0,0,1,0.0,0.0,1978.6775193798449,819,0,2693,1,9000,50.0,0,30,0.0,0,9,0,4,5,903454020,0,72000,0,4,610.0,0,1919,1950,2006
943,808,536,0,3,0.0,0.0,536.0,0.0,0.0,204,0,2,0.0,0.0,1978.6775193798449,1344,0,1370,2,10320,60.0,0,190,0.0,0,5,0,3,3,903481100,0,82375,0,8,536.0,42,1915,1950,2008
944,1378,741,0,3,0.0,0.0,689.0,0.0,0.0,0,1,2,583.0,2.0,1972.0,2119,1,392,1,10448,68.87899941826643,0,80,333.0,0,8,104,6,6,527378140,0,158000,0,7,689.0,0,1972,1972,2009
945,1072,213,0,2,1.0,0.0,295.0,336.0,41.0,0,0,1,240.0,1.0,1948.0,1285,0,1351,1,8635,50.0,0,50,0.0,0,1,0,5,5,903236010,0,127000,0,6,672.0,0,1948,2001,2008
946,1433,0,0,1,1.0,0.0,0.0,1433.0,0.0,0,2,1,528.0,2.0,1987.0,1433,1,246,1,11980,83.0,0,20,177.0,0,6,278,5,7,906201120,0,270000,266,4,1433.0,0,1987,1987,2010
947,1496,636,0,1,1.0,0.0,55.0,1441.0,0.0,0,1,1,612.0,2.0,1983.0,2132,1,802,1,12327,79.0,0,50,0.0,0,9,40,8,8,906201130,0,316600,0,5,1496.0,349,1983,2009,2009
948,1357,0,0,2,1.0,0.0,300.0,719.0,0.0,0,1,1,312.0,1.0,1959.0,1357,0,1404,1,11512,124.0,0,80,84.0,0,5,0,7,6,905402090,0,177000,163,5,1019.0,0,1959,2006,2008
949,2196,0,0,3,0.0,0.0,1496.0,485.0,177.0,0,1,2,701.0,3.0,1990.0,2196,0,803,1,14684,90.0,0,20,234.0,0,6,70,7,7,906203120,0,271900,0,7,2158.0,84,1990,1991,2009
950,616,688,0,3,0.0,0.0,264.0,0.0,0.0,0,1,1,336.0,1.0,1976.0,1304,1,1595,1,2665,68.87899941826643,0,160,0.0,0,6,24,6,5,923225150,0,115000,0,4,264.0,141,1976,1976,2008
951,938,1215,0,4,0.0,0.0,425.0,259.0,0.0,20,0,2,0.0,0.0,1978.6775193798449,2358,0,1319,1,5250,50.0,205,70,0.0,0,12,54,5,8,902330010,0,122000,0,8,684.0,0,1872,1987,2008
952,2726,0,0,2,0.0,0.0,279.0,0.0,0.0,169,1,2,691.0,2.0,1986.0,2726,1,2231,1,18044,70.0,0,20,0.0,0,8,64,5,8,909475230,228,315000,0,6,279.0,216,1986,1986,2007
953,939,858,0,3,0.0,0.0,939.0,0.0,0.0,0,0,2,639.0,2.0,2006.0,1797,1,2162,1,9245,79.0,0,60,0.0,0,4,53,5,7,907410050,0,213500,0,8,939.0,144,2006,2006,2007
954,1040,0,0,2,0.0,0.0,0.0,0.0,0.0,0,0,1,625.0,2.0,1950.0,1040,0,2622,1,7200,60.0,0,20,0.0,0,6,0,7,5,535451190,0,109500,0,5,0.0,0,1950,1950,2006
955,789,0,0,2,0.0,0.0,516.0,104.0,169.0,0,0,1,250.0,1.0,1948.0,789,0,1300,1,6000,50.0,0,20,0.0,0,4,0,5,5,902201120,0,115000,0,5,789.0,0,1948,1950,2008
956,1143,0,0,1,0.0,0.0,1143.0,0.0,0.0,0,1,1,588.0,2.0,2004.0,1143,1,2505,1,3628,34.0,0,120,0.0,0,5,191,5,7,533206040,0,176400,0,5,1143.0,0,2004,2004,2006
957,1489,0,0,3,0.0,0.0,1489.0,0.0,0.0,0,1,2,462.0,2.0,1968.0,1489,0,582,1,9156,68.87899941826643,0,20,0.0,0,8,0,7,6,534127170,0,185750,0,7,1489.0,0,1968,1968,2009
958,1004,848,0,3,0.0,0.0,336.0,668.0,0.0,0,2,2,660.0,3.0,1999.0,1852,1,1458,1,9066,73.0,0,60,320.0,0,12,106,5,8,907254020,0,230000,0,7,1004.0,224,1999,2000,2008
959,960,0,0,3,0.0,0.0,960.0,0.0,0.0,0,0,1,0.0,0.0,1978.6775193798449,960,0,281,1,6410,64.0,0,20,0.0,0,5,0,5,4,908203100,0,90000,0,5,960.0,0,1958,1958,2010
961,768,0,0,2,1.0,0.0,149.0,619.0,0.0,0,0,1,624.0,2.0,1987.0,768,0,2298,1,7244,54.0,0,85,0.0,0,4,0,7,5,923230180,0,129500,0,5,768.0,104,1970,1970,2007
962,1124,0,0,3,1.0,0.0,210.0,914.0,0.0,180,1,1,353.0,1.0,1956.0,1124,0,2580,1,10152,72.0,0,20,0.0,0,5,211,6,6,535180020,0,153000,142,6,1124.0,0,1956,1994,2006
963,612,612,0,2,0.0,0.0,318.0,294.0,0.0,0,0,2,528.0,2.0,2009.0,1224,1,568,1,3000,30.0,0,160,76.0,0,6,234,5,6,533210020,0,173733,0,4,612.0,0,2009,2009,2009
964,1100,0,0,3,0.0,0.0,1100.0,0.0,0.0,0,0,1,0.0,0.0,1978.6775193798449,1100,1,1807,1,7500,63.0,0,20,0.0,0,6,136,5,6,531363020,0,146000,0,6,1100.0,0,2006,2007,2007
965,1019,537,0,3,0.0,0.0,482.0,300.0,0.0,150,1,2,470.0,2.0,1949.0,1556,0,129,1,17360,120.0,0,50,340.0,0,1,0,6,6,534431070,0,172500,0,6,782.0,0,1949,1950,2010
966,1356,0,0,3,2.0,0.0,96.0,1148.0,0.0,0,1,2,528.0,2.0,1977.0,1356,0,2294,1,15957,68.87899941826643,0,80,0.0,0,9,0,6,6,923229100,0,188000,0,6,1244.0,1424,1977,1977,2007
967,1262,0,0,3,0.0,1.0,284.0,978.0,0.0,0,1,2,460.0,2.0,1976.0,1262,0,1860,1,9600,80.0,0,20,0.0,0,5,0,8,6,533254130,0,181500,0,6,1262.0,298,1976,1976,2007
968,827,834,0,3,1.0,0.0,70.0,385.0,344.0,0,1,2,550.0,2.0,1996.0,1661,1,839,1,10667,43.0,0,60,0.0,0,4,61,6,7,907131090,0,212000,0,6,799.0,158,1996,1996,2009
969,945,912,0,4,0.0,0.0,945.0,0.0,0.0,0,1,2,482.0,2.0,1978.0,1857,1,2349,1,10530,81.0,0,60,68.0,0,7,105,5,7,527355060,0,188900,0,8,945.0,400,1978,1978,2006
970,666,0,0,2,0.0,1.0,367.0,299.0,0.0,0,0,1,0.0,0.0,1978.6775193798449,666,0,1903,1,5000,50.0,0,20,0.0,0,4,52,3,3,534450110,0,64500,0,4,666.0,0,1946,1950,2007
971,1117,864,0,4,1.0,0.0,153.0,964.0,0.0,0,1,2,522.0,2.0,1978.0,1981,1,234,1,17082,68.87899941826643,0,60,288.0,0,5,104,5,6,905352140,0,230000,0,8,1117.0,336,1978,1992,2010
972,901,450,0,3,1.0,0.0,666.0,130.0,105.0,43,1,1,576.0,2.0,1975.0,1351,0,2172,1,16287,74.0,0,50,0.0,0,7,0,6,5,908127060,0,122000,100,7,901.0,0,1925,1950,2007
973,1005,0,0,2,0.0,0.0,517.0,488.0,0.0,0,1,1,319.0,1.0,1956.0,1005,0,2588,1,11050,65.0,0,20,0.0,0,7,0,5,5,535325340,0,133500,288,6,1005.0,0,1956,1956,2006
974,1584,1208,0,5,0.0,0.0,1017.0,493.0,0.0,0,2,2,520.0,2.0,1920.0,2792,0,1289,1,10440,60.0,0,50,0.0,1150,6,547,7,6,902105020,0,256000,480,8,1510.0,0,1920,1950,2008
975,925,550,0,4,0.0,0.0,232.0,318.0,0.0,0,1,2,336.0,1.0,1976.0,1475,0,1596,1,2665,41.0,0,160,0.0,0,5,26,7,5,923225200,0,129500,0,6,550.0,92,1976,1976,2008
976,1978,0,0,3,1.0,0.0,296.0,1682.0,0.0,0,1,2,850.0,3.0,2003.0,1978,1,264,1,10389,80.0,0,20,320.0,0,5,25,5,8,907250030,0,318000,0,8,1978.0,188,2003,2003,2010
977,1606,0,0,3,0.0,0.0,1598.0,0.0,0.0,0,1,2,871.0,3.0,2006.0,1606,0,451,1,9658,70.0,0,20,383.0,0,7,60,5,8,528172060,0,255900,0,6,1598.0,230,2006,2006,2009
978,1158,0,0,3,0.0,0.0,1158.0,0.0,0.0,0,0,1,0.0,0.0,1978.6775193798449,1158,1,536,1,7500,63.0,0,20,0.0,0,8,50,5,6,531363050,0,143500,0,5,1158.0,0,2004,2004,2009
979,1822,0,0,3,0.0,0.0,1794.0,28.0,0.0,0,1,2,678.0,3.0,2005.0,1822,0,43,1,14122,79.0,0,20,240.0,0,2,119,5,8,528138020,0,259000,0,8,1822.0,0,2005,2006,2010
980,2259,0,0,3,1.0,0.0,905.0,35.0,869.0,192,2,2,450.0,2.0,1953.0,2259,0,2223,1,21000,68.87899941826643,0,20,184.0,0,10,120,5,6,909428120,0,217000,0,7,1809.0,166,1953,1953,2007
981,915,720,144,3,0.0,0.0,765.0,300.0,0.0,0,1,1,440.0,2.0,1950.0,1635,1,2009,1,8737,70.0,0,50,0.0,0,5,38,7,6,903206170,0,210000,0,6,1065.0,0,1923,1950,2007
982,1002,0,0,3,1.0,0.0,174.0,828.0,0.0,0,0,1,902.0,2.0,1973.0,1002,0,394,1,8750,68.87899941826643,0,20,76.0,0,8,0,6,5,527402220,0,148500,0,5,1002.0,0,1970,1970,2009
983,616,796,0,3,0.0,0.0,616.0,0.0,0.0,0,1,2,432.0,2.0,2007.0,1412,1,1738,1,8499,73.0,0,60,0.0,0,3,36,5,6,528222050,0,156932,0,6,616.0,0,2006,2007,2007
984,1728,0,0,6,0.0,0.0,1728.0,0.0,0.0,0,0,2,576.0,2.0,1987.0,1728,0,1196,2,11072,72.0,0,90,0.0,0,11,0,5,5,534225110,0,145000,0,10,1728.0,0,1965,1965,2008
985,1290,0,0,2,1.0,0.0,380.0,902.0,0.0,0,1,2,662.0,2.0,2007.0,1290,0,828,1,6762,64.0,0,20,0.0,0,5,0,5,7,906380210,0,200000,0,6,1282.0,168,2007,2007,2009
986,2046,0,0,2,1.0,0.0,564.0,1430.0,0.0,0,2,2,878.0,3.0,2005.0,2046,1,1694,1,15431,105.0,0,20,400.0,0,8,65,5,10,528106110,0,450000,175,7,1994.0,188,2005,2006,2007
987,742,729,0,3,0.0,0.0,348.0,381.0,0.0,0,0,2,440.0,2.0,1999.0,1471,1,571,1,3230,34.0,0,160,894.0,0,3,24,5,6,533213040,0,172500,0,6,729.0,0,1999,1999,2009
988,1548,1066,0,4,0.0,0.0,384.0,956.0,182.0,0,1,2,624.0,2.0,1974.0,2614,1,1192,1,10800,90.0,0,60,0.0,0,6,243,7,6,534177180,0,240000,0,9,1522.0,38,1974,1997,2008
989,1580,886,0,4,0.0,0.0,1580.0,0.0,0.0,0,1,3,610.0,2.0,2004.0,2466,0,1806,1,11143,102.0,0,60,0.0,0,12,214,5,8,528482090,0,340000,0,8,1580.0,159,2004,2005,2007
990,1466,0,0,3,0.0,0.0,1450.0,16.0,0.0,0,0,2,610.0,3.0,2007.0,1466,0,962,1,8925,73.0,0,20,0.0,0,7,18,5,8,916386140,0,201000,0,7,1466.0,100,2007,2007,2009
991,969,0,0,3,0.0,0.0,253.0,716.0,0.0,0,0,1,440.0,2.0,1975.0,969,1,2142,1,10356,120.0,0,20,0.0,0,1,0,6,5,907203110,0,122000,0,5,969.0,0,1975,1975,2007
992,1664,0,0,3,1.0,0.0,201.0,1328.0,0.0,0,1,2,663.0,2.0,1978.0,1664,0,1648,1,12299,93.0,0,20,67.0,0,9,0,6,7,527302090,0,213000,0,7,1529.0,0,1978,1985,2007
993,1691,0,0,2,1.0,0.0,507.0,1173.0,0.0,260,0,1,550.0,2.0,1967.0,1691,0,618,1,9900,90.0,0,20,0.0,0,4,67,5,6,534475250,0,175000,0,5,1680.0,0,1967,1967,2009
994,1208,0,0,2,1.0,0.0,544.0,664.0,0.0,0,0,2,628.0,2.0,2007.0,1208,0,2108,1,6762,64.0,0,20,108.0,0,9,54,5,7,906380200,0,195400,0,6,1208.0,105,2007,2007,2007
995,1052,0,0,3,0.0,0.0,525.0,527.0,0.0,0,1,1,668.0,1.0,1984.0,1052,1,772,1,11625,75.0,0,20,172.0,0,4,215,6,5,905103070,0,113500,0,6,1052.0,0,1967,1967,2009
996,972,605,0,3,0.0,0.0,972.0,0.0,0.0,0,1,1,312.0,1.0,1939.0,1577,0,2672,1,6435,65.0,0,50,0.0,0,10,0,5,6,903202120,0,140200,0,6,972.0,0,1939,1950,2006
997,909,0,0,3,0.0,0.0,450.0,162.0,270.0,0,0,1,294.0,1.0,1968.0,909,0,2492,1,8450,65.0,0,20,90.0,0,11,155,6,5,532376180,0,116000,0,5,882.0,0,1968,1968,2006
998,1838,0,0,3,1.0,0.0,383.0,1455.0,0.0,0,1,2,682.0,3.0,2005.0,1838,0,2903,1,11577,88.0,0,20,382.0,0,9,225,5,9,921205050,0,359900,0,9,1838.0,161,2005,2006,2006
999,686,702,0,3,0.0,0.0,166.0,509.0,0.0,0,0,1,317.0,1.0,1977.0,1388,1,2783,1,8340,50.0,0,60,62.0,0,12,36,6,6,907201160,0,157500,0,6,675.0,406,1977,1977,2006
1000,1867,0,0,2,1.0,0.0,470.0,379.0,768.0,0,3,1,303.0,1.0,1955.0,1867,0,786,1,10708,68.87899941826643,0,20,0.0,0,11,0,5,5,905401100,0,190000,142,7,1617.0,476,1955,1993,2009
1001,1301,0,0,2,0.0,0.0,740.0,405.0,0.0,0,0,1,440.0,2.0,1965.0,1301,0,740,1,6911,60.0,0,30,0.0,0,10,0,5,5,903230100,0,100000,0,5,1145.0,0,1924,1950,2009
1002,1251,0,0,3,1.0,0.0,698.0,553.0,0.0,0,2,1,461.0,1.0,1964.0,1251,0,2546,1,8800,80.0,0,20,425.0,700,3,116,6,6,534403280,0,160000,0,6,1251.0,0,1964,1964,2006
1003,1444,0,0,3,1.0,0.0,172.0,1259.0,0.0,0,0,2,577.0,2.0,2002.0,1444,0,851,1,10739,65.0,0,20,68.0,0,4,40,5,7,907194160,0,203000,0,6,1431.0,144,2002,2001,2009
1004,1453,1357,0,4,0.0,0.0,971.0,482.0,0.0,0,1,2,750.0,2.0,1990.0,2810,1,1833,1,9572,68.87899941826643,0,60,336.0,0,6,0,5,8,533120030,0,302000,0,9,1453.0,500,1990,1990,2007
1005,923,0,0,2,0.0,0.0,261.0,543.0,119.0,0,1,2,264.0,1.0,1980.0,923,0,76,1,8012,50.0,0,120,0.0,0,5,0,5,6,531451110,0,143000,0,5,923.0,80,1980,1980,2010
1006,1210,1242,0,4,0.0,0.0,747.0,281.0,0.0,0,1,2,683.0,2.0,1998.0,2452,1,2151,1,16226,66.0,0,60,0.0,0,5,50,5,8,907270040,0,267000,0,9,1028.0,208,1998,1999,2007
1007,1224,0,0,2,0.0,0.0,0.0,0.0,0.0,0,0,2,530.0,3.0,1964.0,1224,0,1880,2,10899,68.87899941826643,0,90,0.0,0,4,0,5,4,534252070,0,103000,0,8,0.0,0,1964,1964,2007
1008,1337,0,0,2,1.0,0.0,36.0,1201.0,0.0,0,0,2,405.0,2.0,1998.0,1337,0,2907,1,4500,32.0,0,120,443.0,0,3,199,5,6,923203100,0,153500,0,5,1237.0,0,1998,1998,2006
1009,1701,0,0,3,1.0,0.0,0.0,1390.0,0.0,0,2,2,611.0,2.0,1975.0,1701,0,1831,1,16647,68.87899941826643,0,85,0.0,0,1,0,5,5,532479120,0,171000,0,6,1390.0,0,1975,1981,2007
1010,1093,576,0,4,0.0,0.0,1093.0,0.0,0.0,56,0,1,288.0,1.0,1924.0,1669,1,2836,1,8707,62.0,0,50,0.0,0,5,0,5,4,908227030,0,107000,0,9,1093.0,0,1924,1950,2006
1011,952,0,0,3,1.0,0.0,0.0,952.0,0.0,0,0,1,288.0,1.0,1968.0,952,0,1955,1,8300,66.0,0,20,86.0,0,8,0,6,6,535403030,0,128500,0,5,952.0,0,1968,1968,2007
1012,922,0,0,2,1.0,0.0,410.0,512.0,0.0,0,0,1,308.0,1.0,1957.0,922,0,1926,1,9770,72.0,0,20,0.0,0,4,34,5,5,535179120,0,116000,0,5,922.0,0,1957,1957,2007
1013,1126,0,0,3,1.0,0.0,190.0,936.0,0.0,0,1,2,484.0,2.0,1977.0,1126,0,2924,1,17400,80.0,0,20,0.0,0,5,41,5,5,923250060,0,160000,0,5,1126.0,295,1977,1977,2006
1014,1280,0,0,2,0.0,0.0,1280.0,0.0,0.0,0,0,2,506.0,2.0,1992.0,1280,0,1003,1,5070,39.0,0,120,0.0,0,8,82,5,8,527145090,0,180000,144,5,1280.0,0,1992,1992,2008
1015,914,0,0,3,0.0,0.0,214.0,81.0,619.0,0,0,1,368.0,1.0,1970.0,914,0,1667,1,7920,66.0,0,20,32.0,0,10,0,5,5,527404050,0,133000,0,5,914.0,120,1970,2002,2007
1016,1368,0,0,2,2.0,0.0,45.0,1243.0,0.0,0,0,2,784.0,4.0,1997.0,1368,0,2905,2,7020,78.0,0,90,200.0,0,11,48,5,7,923202025,0,215000,0,8,1288.0,0,1997,1997,2006
1017,753,741,0,3,0.0,0.0,224.0,547.0,0.0,0,2,1,213.0,1.0,1942.0,1494,0,921,1,7500,68.87899941826643,0,70,0.0,0,11,0,7,6,909276110,0,177500,224,7,771.0,0,1942,1950,2009
1018,1534,0,0,3,0.0,0.0,1496.0,28.0,0.0,0,1,2,484.0,2.0,2006.0,1534,0,1780,1,10612,76.0,0,20,248.0,0,1,46,5,8,528431030,0,215000,0,7,1524.0,168,2006,2006,2007
1019,994,588,150,3,0.0,0.0,679.0,273.0,0.0,34,1,2,250.0,1.0,1938.0,1582,0,746,1,6120,51.0,0,50,0.0,0,2,0,6,5,903234220,0,150000,0,6,952.0,189,1938,1950,2009
1020,1699,1523,0,5,1.0,0.0,203.0,1470.0,0.0,0,2,3,594.0,3.0,1990.0,3222,0,254,1,12376,90.0,0,60,0.0,0,5,0,5,7,906402200,0,320000,0,11,1673.0,367,1990,1990,2010
1021,1516,0,0,3,0.0,0.0,975.0,196.0,345.0,0,0,1,472.0,2.0,1964.0,1516,1,606,1,10004,100.0,0,20,180.0,0,2,0,6,6,534400050,0,167000,152,6,1516.0,0,1964,1964,2009
1022,1032,0,0,2,0.0,0.0,0.0,0.0,0.0,121,1,1,260.0,1.0,1939.0,1032,0,2703,1,8250,55.0,0,30,0.0,0,6,0,7,5,904301410,0,125000,0,6,0.0,0,1935,1950,2006
1023,1588,0,0,5,0.0,0.0,448.0,0.0,0.0,0,0,2,0.0,0.0,1978.6775193798449,1588,0,1306,1,12205,103.0,0,20,0.0,0,12,0,1,3,902207120,0,65000,0,6,448.0,0,1949,1992,2008
1024,1316,0,0,3,0.0,0.0,1316.0,0.0,0.0,0,1,2,440.0,2.0,2007.0,1316,0,2102,1,11175,103.0,0,20,0.0,0,10,20,5,7,906380010,0,200141,0,6,1316.0,0,2007,2007,2007
1025,1528,0,0,3,0.0,0.0,1528.0,0.0,0.0,0,1,3,480.0,2.0,2007.0,1528,2,1784,1,9965,85.0,0,20,98.79773063640849,0,9,228,5,7,528435010,0,235876,0,6,1528.0,0,2007,2007,2007
1026,928,928,0,5,0.0,0.0,760.0,0.0,0.0,78,0,2,576.0,2.0,1998.0,2168,0,941,1,8660,50.0,312,70,0.0,0,12,160,6,5,910204050,0,123000,0,11,760.0,467,1900,1993,2009
1027,1081,341,0,3,1.0,0.0,477.0,329.0,0.0,0,1,1,288.0,1.0,1951.0,1422,0,2699,1,12375,82.0,0,50,41.0,0,6,0,5,5,904100030,0,137500,0,7,806.0,0,1951,1951,2006
1028,990,0,0,3,1.0,0.0,402.0,588.0,0.0,0,0,1,0.0,0.0,1978.6775193798449,990,0,2127,1,8070,60.0,0,20,0.0,0,8,0,5,4,907135180,0,123600,0,5,990.0,0,1994,1995,2007
1029,1324,0,0,3,0.0,0.0,445.0,643.0,0.0,0,1,2,440.0,2.0,1965.0,1324,0,2607,1,8658,84.0,0,20,101.0,0,12,138,5,6,535401140,0,160000,0,6,1088.0,0,1965,1965,2006
1030,948,742,0,3,0.0,0.0,924.0,0.0,0.0,0,1,2,463.0,2.0,2000.0,1690,1,1754,1,8063,68.87899941826643,0,60,0.0,0,11,48,5,6,528275035,0,181000,0,7,924.0,100,2000,2000,2007
1031,825,0,0,2,1.0,0.0,0.0,180.0,645.0,0,0,1,720.0,2.0,1963.0,825,0,1367,1,8235,49.0,0,20,0.0,0,6,50,7,5,903475020,0,125000,0,4,825.0,140,1955,1995,2008
1032,829,727,0,4,0.0,0.0,429.0,298.0,0.0,0,0,1,441.0,2.0,1968.0,1556,1,580,1,11700,78.0,0,60,0.0,0,5,0,6,6,534125080,0,154000,0,8,727.0,0,1968,1968,2009
1033,1152,645,0,3,1.0,0.0,208.0,944.0,0.0,0,1,2,616.0,2.0,1993.0,1797,1,341,1,12961,74.0,0,60,0.0,0,3,312,5,6,924152030,0,231000,0,7,1152.0,162,1993,1994,2010
