,1st Flr SF,2nd Flr SF,3Ssn Porch,Alley,Bedroom AbvGr,Bldg Type,Bsmt Cond,Bsmt Exposure,Bsmt Full Bath,Bsmt Half Bath,Bsmt Qual,Bsmt Unf SF,BsmtFin SF 1,BsmtFin SF 2,BsmtFin Type 1,BsmtFin Type 2,Central Air,Condition 1,Condition 2,Electrical,Enclosed Porch,Exter Cond,Exter Qual,Exterior 1st,Exterior 2nd,Fence,Fireplace Qu,Fireplaces,Foundation,Full Bath,Garage Area,Garage Cars,Garage Cond,Garage Finish,Garage Qual,Garage Type,Garage Yr Blt,Gr Liv Area,Half Bath,Heating,Heating QC,Id,Kitchen AbvGr,Kitchen Qual,Land Contour,Land Slope,Lot Area,Lot Config,Lot Frontage,Lot Shape,Low Qual Fin SF,MS SubClass,MS Zoning,Mas Vnr Area,Mas Vnr Type,Misc Feature,Misc Val,Mo Sold,Open Porch SF,Overall Cond,Overall Qual,PID,Paved Drive,Pool Area,Pool QC,Roof Matl,Roof Style,SalePrice,Screen Porch,Street,TotRms AbvGrd,Total Bsmt SF,Utilities,Wood Deck SF,Year Built,Year Remod/Add,Yr Sold,Bsmt Cond Num,Bsmt Qual Num,Garage Cond Num,Garage Qual Num,Exter Cond Num,Exter Qual Num,Heating QC Num,Kitchen Qual Num,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_WD ,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sal,Functional_Sev,Functional_Typ
1296,1712,0,0,NA,3,1Fam,TA,Gd,1.0,0.0,Ex,516.0,1196.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,701.0,3.0,TA,RFn,TA,Attchd,2002.0,1712,0,GasA,Ex,461,1,Gd,Lvl,Gtl,16770,Corner,129.0,Reg,0,20,RL,270.0,BrkFace,NA,0,9,183,5,8,528186010,Y,0,NA,CompShg,Hip,286500,0,Pave,8,1712.0,AllPub,218,2002,2003,2009,3,5,3,3,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1297,1069,0,0,NA,2,TwnhsE,TA,No,0.0,0.0,Gd,709.0,360.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,NA,Fa,1,CBlock,2,440.0,2.0,TA,RFn,TA,Attchd,1977.0,1069,0,GasA,TA,33,1,TA,Lvl,Gtl,4043,Inside,53.0,Reg,0,120,RL,0.0,None,NA,0,7,55,5,6,527452190,Y,0,NA,CompShg,Gable,127500,165,Pave,4,1069.0,AllPub,0,1977,1977,2010,3,4,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1298,1335,0,0,NA,3,1Fam,TA,No,0.0,0.0,Gd,1335.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,575.0,2.0,TA,RFn,TA,Attchd,2007.0,1335,0,GasA,Ex,1795,1,Gd,Lvl,Gtl,9000,Inside,75.0,Reg,0,20,FV,0.0,None,NA,0,6,210,5,7,528456230,Y,0,NA,CompShg,Gable,210400,0,Pave,6,1335.0,AllPub,0,2006,2007,2007,3,4,3,3,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1299,1518,0,0,NA,1,TwnhsE,TA,Gd,0.0,0.0,Ex,300.0,1218.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,Ex,MetalSd,MetalSd,NA,Gd,1,PConc,1,588.0,2.0,TA,RFn,TA,Attchd,2003.0,1518,1,GasA,Ex,1073,1,Ex,Lvl,Gtl,12677,Inside,62.0,IR1,0,120,RL,472.0,BrkFace,NA,0,4,140,5,8,528186030,Y,0,NA,CompShg,Hip,274000,0,Pave,6,1518.0,AllPub,185,2003,2004,2008,3,5,3,3,3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1300,920,860,0,NA,3,1Fam,TA,Av,1.0,0.0,Gd,150.0,770.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,612.0,2.0,TA,Fin,TA,Attchd,2007.0,1780,1,GasA,Ex,1576,1,Gd,HLS,Gtl,12852,Corner,107.0,IR1,0,60,RL,0.0,None,NA,0,1,192,5,8,916384100,Y,0,NA,CompShg,Gable,264966,0,Pave,6,920.0,AllPub,0,2007,2007,2008,3,4,3,3,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1301,866,504,0,Grvl,3,1Fam,Fa,No,0.0,0.0,TA,771.0,0.0,0.0,Unf,Unf,Y,Artery,Norm,SBrkr,0,Fa,Fa,Wd Sdng,Wd Sdng,NA,NA,0,CBlock,2,264.0,1.0,Fa,Unf,TA,Detchd,1910.0,1484,0,GasA,Fa,2044,1,TA,Lvl,Gtl,10320,Corner,60.0,Reg,114,50,RM,0.0,None,NA,0,9,211,1,4,903484080,N,0,NA,CompShg,Gable,50000,84,Pave,6,771.0,AllPub,14,1910,1950,2007,2,3,2,3,2,2,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1302,966,686,0,NA,4,1Fam,TA,No,1.0,0.0,Fa,0.0,686.0,0.0,LwQ,Unf,Y,Artery,Norm,SBrkr,196,Gd,TA,MetalSd,MetalSd,NA,NA,0,PConc,2,416.0,1.0,TA,Unf,TA,Detchd,1961.0,1652,0,GasA,TA,185,1,TA,Lvl,Gtl,10800,Inside,60.0,Reg,0,50,RM,0.0,None,Shed,1200,6,0,6,5,902327040,Y,0,NA,CompShg,Gable,139000,0,Pave,7,686.0,AllPub,0,1915,1950,2010,3,2,3,3,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1303,1271,1232,0,NA,3,1Fam,TA,No,1.0,0.0,Gd,496.0,727.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,HdBoard,HdBoard,NA,TA,1,PConc,2,564.0,2.0,TA,RFn,TA,Attchd,1990.0,2503,1,GasA,Gd,1828,1,Gd,Bnk,Gtl,19522,Inside,68.87899941826643,IR1,0,60,RL,272.0,BrkFace,NA,0,2,99,5,7,532476080,Y,0,NA,CompShg,Gable,300000,182,Pave,7,1223.0,AllPub,0,1990,1990,2007,3,4,3,3,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1304,2000,704,0,NA,4,1Fam,TA,Gd,1.0,0.0,Gd,542.0,1410.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,Plywood,Wd Sdng,MnPrv,TA,3,CBlock,2,538.0,2.0,TA,Fin,TA,Attchd,1972.0,2704,1,GasA,Gd,344,1,Ex,Lvl,Gtl,13860,Inside,75.0,Reg,0,80,RL,0.0,None,NA,0,7,111,7,8,526355080,Y,0,NA,CompShg,Gable,345000,0,Pave,9,1952.0,AllPub,269,1972,1995,2009,3,4,3,3,3,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1305,1592,0,0,NA,3,1Fam,TA,Gd,0.0,0.0,Gd,683.0,408.0,465.0,BLQ,GLQ,Y,Norm,Norm,SBrkr,0,TA,Gd,HdBoard,HdBoard,NA,TA,1,PConc,2,484.0,2.0,TA,Fin,TA,Attchd,1994.0,1592,0,GasA,Ex,2152,1,Gd,Lvl,Gtl,11927,Inside,73.0,Reg,0,20,RL,519.0,BrkFace,NA,0,6,35,5,8,907275080,Y,0,NA,CompShg,Hip,228000,0,Pave,7,1556.0,AllPub,120,1994,1995,2007,3,4,3,3,3,4,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1306,754,640,0,NA,3,1Fam,TA,No,0.0,0.0,Gd,384.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,TA,1,PConc,2,400.0,2.0,TA,Fin,TA,BuiltIn,2003.0,1394,1,GasA,Ex,1752,1,Gd,Lvl,Gtl,11950,Corner,68.87899941826643,IR1,0,80,RL,98.79773063640849,NA,NA,0,10,0,5,7,528250010,Y,0,NA,CompShg,Gable,165500,0,Pave,7,384.0,AllPub,100,2003,2003,2007,3,4,3,3,3,4,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1307,810,518,0,Grvl,3,1Fam,TA,No,0.0,0.0,TA,686.0,0.0,0.0,Unf,Unf,N,Norm,Norm,SBrkr,60,TA,TA,MetalSd,MetalSd,NA,NA,0,CBlock,1,210.0,1.0,TA,Unf,TA,Detchd,1940.0,1328,0,GasA,Fa,2637,1,TA,Lvl,Gtl,9906,Inside,57.0,Reg,0,70,RM,0.0,None,NA,0,9,172,4,4,902100130,Y,0,NA,CompShg,Gable,107000,0,Pave,8,686.0,AllPub,0,1925,1950,2006,3,3,3,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1308,1593,0,0,NA,0,TwnhsE,TA,Av,1.0,0.0,Ex,440.0,1153.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,CemntBd,CmentBd,NA,Gd,1,PConc,1,682.0,2.0,TA,Fin,TA,Attchd,2001.0,1593,1,GasA,Ex,1000,1,Ex,Lvl,Gtl,4923,Inside,41.0,Reg,0,120,RL,0.0,None,NA,0,8,120,5,8,527127140,Y,0,NA,CompShg,Gable,286000,224,Pave,5,1593.0,AllPub,0,2001,2002,2008,3,5,3,3,3,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1309,720,0,0,NA,2,1Fam,TA,No,0.0,0.0,TA,225.0,495.0,0.0,Rec,Unf,N,Norm,Norm,FuseA,115,TA,TA,Wd Sdng,Wd Sdng,GdWo,NA,0,CBlock,1,0.0,0.0,NA,NA,NA,NA,1978.6775193798449,720,0,GasA,TA,727,1,TA,Lvl,Gtl,7879,Inside,60.0,Reg,0,30,C (all),0.0,None,NA,0,11,523,5,4,902477120,N,0,NA,CompShg,Gable,34900,0,Pave,4,720.0,AllPub,0,1920,1950,2009,3,3,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1310,912,0,0,NA,2,1Fam,TA,No,0.0,0.0,TA,0.0,312.0,600.0,Rec,LwQ,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,NA,NA,0,CBlock,1,288.0,1.0,TA,Unf,TA,Attchd,1964.0,912,0,GasA,TA,2612,1,TA,Lvl,Gtl,7800,Inside,66.0,IR1,0,20,RL,0.0,None,NA,0,11,0,5,5,535403040,Y,0,NA,CompShg,Gable,115000,0,Pave,5,912.0,AllPub,0,1964,1964,2006,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1311,1456,0,0,NA,2,TwnhsE,TA,Gd,0.0,0.0,Gd,1273.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,TA,1,PConc,2,400.0,2.0,TA,Fin,TA,Attchd,2003.0,1456,0,GasA,Ex,2422,1,Gd,Lvl,Gtl,3196,Inside,68.87899941826643,Reg,0,120,RL,40.0,BrkFace,NA,0,5,20,5,8,528228340,Y,0,NA,CompShg,Gable,215000,0,Pave,7,1273.0,AllPub,143,2003,2003,2006,3,4,3,3,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1312,1272,672,0,Grvl,3,1Fam,TA,No,0.0,0.0,TA,672.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0,Gd,TA,Wd Sdng,Wd Sdng,NA,NA,0,BrkTil,2,216.0,1.0,TA,Unf,TA,Detchd,1915.0,1944,0,GasA,Fa,752,1,TA,Lvl,Gtl,9928,Inside,68.0,Reg,0,70,RM,0.0,None,Shed,400,6,28,8,7,903429110,N,0,NA,CompShg,Gable,179900,0,Pave,8,672.0,AllPub,24,1915,1994,2009,3,3,3,3,4,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1313,1502,0,0,NA,1,TwnhsE,TA,Av,1.0,0.0,Gd,0.0,368.0,1120.0,GLQ,BLQ,Y,Norm,Norm,SBrkr,0,TA,Gd,HdBoard,HdBoard,NA,NA,0,PConc,1,528.0,2.0,TA,RFn,TA,Attchd,1985.0,1502,1,GasA,TA,15,1,Gd,Lvl,Gtl,6820,Corner,68.87899941826643,IR1,0,120,RL,0.0,None,NA,0,6,54,5,8,527182190,Y,0,NA,CompShg,Gable,212000,140,Pave,4,1488.0,AllPub,0,1985,1985,2010,3,4,3,3,3,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1314,1074,990,0,NA,4,1Fam,TA,No,0.0,0.0,Gd,1074.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,527.0,2.0,TA,Fin,TA,Attchd,2005.0,2064,1,GasA,Ex,2319,1,Gd,HLS,Gtl,13128,CulDSac,50.0,IR1,0,60,RL,216.0,BrkFace,NA,0,1,119,5,8,527108030,Y,0,NA,CompShg,Gable,250000,0,Pave,7,1074.0,AllPub,0,2005,2005,2006,3,4,3,3,3,4,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1315,1042,534,0,NA,3,1Fam,TA,No,0.0,0.0,TA,1042.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,NA,Gd,1,BrkTil,1,225.0,1.0,TA,Unf,TA,Detchd,1928.0,1576,0,GasA,Ex,2681,1,TA,Lvl,Gtl,6240,Inside,52.0,Reg,0,50,RM,0.0,None,NA,0,8,0,6,5,903233100,Y,0,NA,CompShg,Gable,149000,0,Pave,8,1042.0,AllPub,0,1928,1950,2006,3,3,3,3,3,3,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1316,773,885,0,NA,3,1Fam,TA,No,1.0,0.0,Gd,554.0,219.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,NA,TA,1,PConc,2,431.0,2.0,TA,Fin,TA,Attchd,1995.0,1658,1,GasA,Gd,1006,1,TA,Lvl,Gtl,8000,Inside,68.87899941826643,Reg,0,60,RL,0.0,None,NA,0,6,84,5,6,527163100,Y,0,NA,CompShg,Gable,188000,0,Pave,8,773.0,AllPub,224,1995,1996,2008,3,4,3,3,3,3,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1317,713,0,0,Grvl,2,1Fam,TA,No,0.0,0.0,TA,713.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,161,Gd,TA,VinylSd,VinylSd,NA,NA,0,PConc,1,371.0,1.0,Fa,Unf,Fa,Detchd,1936.0,713,0,GasA,Ex,2596,1,Gd,Lvl,Gtl,10410,Inside,60.0,Reg,0,30,RL,0.0,None,NA,0,10,75,8,3,535375040,N,0,NA,CompShg,Gable,99800,0,Pave,5,713.0,AllPub,0,1930,2001,2006,3,3,2,2,4,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1318,1576,978,0,Grvl,3,1Fam,TA,No,0.0,0.0,TA,718.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,143,Gd,TA,Wd Sdng,VinylSd,NA,NA,0,BrkTil,1,704.0,2.0,TA,Unf,TA,Detchd,1996.0,2554,1,GasA,Ex,2002,1,TA,Bnk,Gtl,10800,Inside,60.0,Reg,0,70,RM,0.0,None,NA,0,7,48,8,7,902408080,P,0,NA,CompShg,Gable,159500,0,Pave,8,718.0,AllPub,0,1890,1998,2007,3,3,3,3,4,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1319,744,630,0,NA,3,1Fam,TA,No,1.0,0.0,Gd,58.0,326.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,400.0,2.0,TA,Fin,TA,BuiltIn,2004.0,1374,1,GasA,Ex,55,1,Gd,Lvl,Gtl,13300,Inside,67.0,IR1,0,80,RL,0.0,None,NA,0,6,0,5,7,528231020,Y,0,NA,CompShg,Gable,184500,0,Pave,7,384.0,AllPub,100,2004,2004,2010,3,4,3,3,3,4,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1320,1482,1092,0,NA,3,1Fam,TA,No,0.0,0.0,Ex,1482.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,CemntBd,CmentBd,NA,Gd,1,PConc,2,868.0,3.0,TA,Fin,TA,BuiltIn,2007.0,2574,1,GasA,Ex,2104,1,Ex,Lvl,Gtl,9588,Inside,69.0,IR1,0,60,RL,270.0,Stone,NA,0,11,148,5,8,906380070,Y,0,NA,CompShg,Gable,276000,0,Pave,10,1482.0,AllPub,0,2007,2007,2007,3,5,3,3,3,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1321,804,744,0,NA,3,TwnhsE,TA,No,1.0,0.0,Gd,248.0,556.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Brk Cmn,NA,TA,1,CBlock,2,440.0,2.0,TA,Unf,TA,Detchd,1976.0,1548,1,GasA,TA,1682,1,Gd,Lvl,Gtl,2308,Corner,24.0,Reg,0,160,RL,0.0,None,NA,0,7,0,6,6,527453010,Y,0,NA,CompShg,Gable,155000,0,Pave,7,804.0,AllPub,48,1976,1976,2007,3,4,3,3,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1322,1404,0,0,NA,3,1Fam,TA,No,0.0,0.0,TA,594.0,594.0,0.0,BLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,NA,Po,1,CBlock,2,504.0,2.0,TA,Unf,TA,Attchd,1969.0,1404,0,GasA,Ex,977,1,TA,Lvl,Mod,13383,Inside,83.0,IR1,0,20,RL,176.0,BrkFace,NA,0,3,16,5,5,923227080,Y,0,NA,CompShg,Hip,160000,0,Pave,7,1188.0,AllPub,0,1969,2000,2009,3,3,3,3,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1323,720,720,0,NA,4,1Fam,TA,No,0.0,0.0,TA,360.0,360.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,240,TA,TA,HdBoard,HdBoard,NA,Po,1,CBlock,1,480.0,2.0,TA,Fin,TA,Attchd,1964.0,1440,1,GasA,Gd,2548,1,TA,Lvl,Gtl,9350,Inside,85.0,Reg,0,60,RL,0.0,None,NA,0,7,32,6,5,534403440,Y,0,NA,CompShg,Gable,157500,0,Pave,7,720.0,AllPub,0,1964,1964,2006,3,3,3,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1324,1803,0,0,NA,3,1Fam,Gd,Gd,1.0,1.0,Gd,54.0,1341.0,284.0,GLQ,LwQ,Y,Norm,Norm,SBrkr,222,Gd,Gd,VinylSd,VinylSd,GdWo,TA,2,PConc,2,482.0,2.0,TA,Unf,TA,Attchd,1994.0,1803,1,GasA,Ex,340,1,Gd,Lvl,Mod,9892,Inside,76.0,Reg,0,20,RL,0.0,None,NA,0,2,64,5,8,924151040,Y,0,NA,CompShg,Hip,285000,0,Pave,6,1679.0,AllPub,129,1994,1995,2010,4,4,3,3,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1325,1272,928,0,NA,4,Duplex,TA,No,2.0,0.0,TA,188.0,1084.0,0.0,ALQ,Unf,Y,Feedr,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,GdPrv,NA,0,CBlock,2,0.0,0.0,NA,NA,NA,NA,1978.6775193798449,2200,2,GasA,Gd,1487,2,TA,Lvl,Gtl,8777,Inside,67.0,Reg,0,90,RL,0.0,None,NA,0,9,70,7,5,908102040,N,0,NA,CompShg,Gable,145900,0,Pave,9,1272.0,AllPub,0,1900,2003,2008,3,3,0,0,3,3,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1326,1302,735,0,NA,3,1Fam,TA,Av,0.0,0.0,Gd,672.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,TA,1,PConc,2,472.0,2.0,TA,Fin,TA,Attchd,1996.0,2037,1,GasA,Ex,1423,1,Gd,Lvl,Gtl,10541,Corner,85.0,IR1,0,80,RL,0.0,None,NA,0,2,33,5,7,906223220,Y,0,NA,CompShg,Gable,229000,0,Pave,8,672.0,AllPub,100,1996,1996,2008,3,4,3,3,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1327,896,0,0,NA,2,1Fam,NA,NA,0.4264777723497802,0.063019052271617,NA,567.525390625,438.0185546875,48.005859375,NA,NA,Y,Feedr,Norm,FuseA,0,TA,TA,MetalSd,CBlock,MnPrv,NA,0,PConc,1,280.0,1.0,TA,Unf,TA,Detchd,1946.0,896,0,GasA,TA,1342,1,TA,Lvl,Gtl,5940,FR3,99.0,IR1,0,20,RM,0.0,None,NA,0,4,0,7,4,903230120,Y,0,NA,CompShg,Gable,79000,0,Pave,4,1053.5498046875,AllPub,0,1946,1950,2008,0,0,3,3,3,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1328,845,436,0,NA,1,1Fam,TA,Mn,1.0,0.0,TA,55.0,1030.0,66.0,ALQ,LwQ,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,NA,NA,0,CBlock,2,580.0,2.0,TA,Unf,TA,Detchd,1978.0,1281,0,GasA,Ex,1949,1,TA,Lvl,Gtl,10284,Corner,60.0,Reg,0,50,RL,0.0,None,NA,0,8,0,7,4,535378080,Y,0,NA,CompShg,Gable,128500,0,Pave,6,1151.0,AllPub,0,1925,1993,2007,3,3,3,3,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
